GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
depclean-maven-plugin,se.kth.depclean,DepCleanMojo,858,0,60,0,156,0,45,0,15,0
depclean-maven-plugin,se.kth.depclean.util,FileUtils,168,0,24,0,41,0,17,0,5,0
depclean-maven-plugin,se.kth.depclean.util,JarUtils,129,0,12,0,31,0,9,0,3,0
depclean-maven-plugin,se.kth.depclean.util,MavenInvoker,80,0,2,0,19,0,3,0,2,0
